frame_id,track_id,class,x1,y1,x2,y2
30,17,62,584.1233,437.9433,660.1072,485.35114
31,1,0,972.00964,2.7302246,1277.1803,706.4033
31,9,0,705.5371,286.51447,816.6627,593.11334
31,16,0,426.32758,410.68933,576.1675,579.5067
31,2,0,3.5857544,18.761353,411.69348,708.2881
31,17,62,580.98334,436.1257,658.03326,483.1841
31,22,0,405.8764,275.82373,503.22186,503.5249
31,13,0,805.4065,297.9923,982.97095,639.1539
32,1,0,979.41296,3.3236084,1277.2279,706.8424
32,2,0,1.2312927,23.952393,388.53232,706.5244
32,9,0,705.80096,285.55536,817.0672,593.2922
32,16,0,426.00854,409.84036,572.88873,576.2339
32,23,35,3.357544,70.078674,347.5874,446.78876
32,22,0,405.85876,276.99847,502.8653,499.75635
32,24,0,368.59747,304.101,450.18213,544.7003
32,17,62,580.94366,433.69034,656.8925,480.9974
32,13,0,804.6688,297.0915,957.2207,635.0342
33,1,0,965.90857,3.022461,1276.9457,706.76917
33,2,0,2.260315,43.52765,348.79053,708.1758
33,9,0,707.3951,286.66046,817.472,590.15027
33,16,0,423.9461,407.05182,569.9652,572.20087
33,25,0,899.86914,332.05667,1087.6143,712.95215
33,24,0,367.81302,304.59515,449.48758,545.3465
33,17,62,576.4453,431.5124,653.85547,479.2259
33,13,0,802.7555,297.46307,950.1311,632.9897
33,22,0,405.95932,279.18176,501.5601,493.8191
34,1,0,1011.42694,3.0963745,1277.7786,706.3912
34,2,0,10.937164,77.1167,344.47287,709.72375
34,25,0,894.28784,276.33194,1108.0747,713.34045
34,9,0,708.74097,285.74524,816.5094,585.87305
34,16,0,420.505,401.8048,560.0623,565.96094
34,24,0,365.07568,301.1513,448.39453,569.7182
34,22,0,403.7273,274.68976,501.52753,486.30573
34,13,0,799.48584,301.87427,913.53467,612.9048
35,2,0,0.28051758,71.920044,343.2726,709.5763
35,1,0,1026.065,2.5097656,1278.3455,707.65015
35,9,0,709.43274,286.51263,816.06323,584.53064
35,16,0,418.87567,400.70966,553.68787,563.4473
35,25,0,894.9625,256.14117,1121.3413,711.47345
35,24,0,363.4272,301.6565,447.2074,562.13184
35,22,0,402.67664,271.89624,501.1408,480.17108
35,13,0,799.62305,310.53894,911.5514,621.67725
36,2,0,0.37365723,67.626465,339.83105,707.99084
36,1,0,1056.2449,1.168335,1278.863,709.0023
36,9,0,710.6212,286.62537,815.7352,582.0741
36,25,0,894.7826,223.64815,1129.0897,712.08563
36,16,0,417.00012,399.0758,561.7012,560.66376
36,22,0,401.2964,270.57745,501.1942,477.61774
36,24,0,364.85645,300.7907,445.9718,552.11847
36,13,0,806.54504,308.1093,921.10657,623.16486
37,2,0,0.38897705,41.5907,338.51526,707.1195
37,1,0,1055.7961,0.0,1279.0911,709.1222
37,25,0,873.2654,216.82947,1104.2537,712.8047
37,9,0,711.61835,287.42358,815.4168,577.40137
37,16,0,415.8875,398.93378,555.54913,557.6462
37,22,0,401.22592,270.41364,501.28702,474.19598
37,24,0,365.64874,297.1233,445.54303,525.30273
37,13,0,806.79395,308.6939,922.4031,617.33167
38,2,0,0.2604065,40.357788,333.55133,708.0403
38,1,0,1047.9088,2.5249023,1279.4227,709.4889
38,9,0,712.5884,286.97888,815.532,577.34546
38,25,0,866.53296,203.98125,1100.5105,711.6232
38,16,0,415.54358,398.02332,555.9446,556.41797
38,22,0,400.69147,269.09247,501.31805,474.60858
38,24,0,367.12674,296.89874,444.53244,568.3558
38,13,0,804.766,312.19977,918.9795,616.8072
39,2,0,0.22338867,40.93347,323.9475,709.60815
39,25,0,856.7987,185.77014,1117.0833,711.86865
39,9,0,716.00336,285.08936,817.2598,572.5709
39,16,0,413.6532,395.55878,556.5293,557.2829
39,22,0,401.81598,265.80707,499.5334,472.01776
39,1,0,1044.6506,126.86981,1278.6697,711.5096
39,13,0,803.46124,309.784,915.93756,612.1726
39,24,0,376.67682,287.3838,445.024,519.0103
40,2,0,0.2586975,35.407043,319.79065,710.5318
40,25,0,853.7357,170.94153,1124.0563,711.2222
40,9,0,717.07874,284.66803,816.5748,568.4733
40,16,0,414.54956,394.4879,555.859,551.52875
40,1,0,1047.9612,142.15912,1277.365,707.7862
40,3,0,1182.9326,111.25037,1279.7607,709.8473
40,13,0,803.1057,309.2514,916.3137,608.8687
40,22,0,401.52905,265.89716,500.47437,467.46442
40,28,0,489.73123,291.41306,556.1709,473.56827
41,2,0,0.4411316,32.89319,313.27884,710.1007
41,25,0,843.3685,157.77563,1124.2069,711.71686
41,9,0,718.3135,285.96582,817.0322,567.51154
41,1,0,1053.7366,122.19714,1279.7136,709.1725
41,16,0,413.70508,394.1361,556.85425,548.0925
41,22,0,402.55994,266.49182,500.73944,464.40576
41,13,0,802.02124,306.05286,913.7114,608.499
42,2,0,0.6246643,35.568604,307.8226,709.01294
42,25,0,825.2002,146.41553,1127.4186,711.23254
42,9,0,719.0249,287.5191,817.1145,563.0838
42,16,0,412.8003,393.4319,557.33905,545.83124
42,1,0,1061.3997,161.5758,1279.5056,712.1055
42,22,0,404.69165,267.0747,501.86182,463.5631
42,13,0,802.3053,318.90186,913.84766,607.9046
43,2,0,0.6243286,43.41211,301.64026,708.8925
43,25,0,826.1139,131.77551,1127.8763,711.7551
43,1,0,1069.6353,164.91101,1279.3569,709.188
43,9,0,719.38477,288.17224,818.03955,561.3998
43,16,0,412.72034,392.71655,558.30316,544.1428
43,13,0,799.5117,305.53632,907.7947,606.4945
43,22,0,405.85202,267.8825,502.0966,461.58795
44,25,0,812.5377,123.7345,1128.6205,711.17957
44,2,0,0.5663147,42.220703,289.31284,709.25525
44,1,0,1097.8486,123.850586,1279.3042,709.72217
44,23,0,191.49046,87.077515,423.47644,701.8054
44,9,0,724.0244,290.99713,820.4624,558.2308
44,16,0,415.91858,393.00122,558.7693,554.1339
44,22,0,414.83298,269.0996,506.1378,463.11072
45,2,0,0.46640015,51.40332,280.52112,709.10596
45,25,0,809.65564,127.663574,1129.0339,711.31116
45,23,0,185.88684,86.0567,431.5713,710.4785
45,1,0,1118.803,146.67578,1279.3347,709.464
45,9,0,725.4635,291.6795,820.1986,557.1731
45,16,0,418.1198,392.52997,558.4494,553.4317
45,22,0,420.53693,271.47162,510.2287,461.86163
46,25,0,808.2018,129.09167,1129.9205,711.57043
46,2,0,0.93136597,68.76813,271.72287,709.6424
46,23,0,177.31415,87.7511,434.84967,707.9951
46,1,0,1143.2314,151.10272,1279.3027,710.0578
46,9,0,727.89734,291.67877,820.35144,555.6336
46,16,0,423.46344,392.359,562.1219,553.06934
46,22,0,422.4151,273.53333,511.91693,462.81506
46,28,0,492.69354,298.39093,565.32916,468.75165
46,13,0,808.94324,396.47632,894.9474,594.91846
47,25,0,808.3539,132.94208,1131.7228,712.25165
47,2,0,0.7580261,71.18927,259.30856,709.72974
47,23,0,163.18239,90.16162,435.22546,711.2794
47,3,0,1162.8252,107.72626,1279.3535,710.2381
47,9,0,729.1701,293.7271,818.1608,558.15137
47,16,0,427.61267,395.55066,560.5231,554.29724
47,22,0,427.82477,276.50623,513.547,460.93494
47,28,0,492.39954,297.53192,566.18835,483.9464
47,13,0,809.1797,396.32785,891.5403,594.9197
48,25,0,806.5259,132.8891,1126.4833,712.28784
48,2,0,1.019165,58.481873,251.43835,709.44037
48,23,0,155.34525,93.663025,436.31406,712.54114
48,9,0,729.4169,295.43323,820.7179,555.0449
48,3,0,1159.8264,131.84674,1279.467,711.6769
48,22,0,422.39374,279.77063,515.6081,464.3412
48,16,0,427.4917,396.35278,555.8229,579.3897
48,28,0,495.02078,298.83875,565.2529,471.57947
48,13,0,809.1778,414.7267,886.84515,595.6625
49,2,0,0.8893585,55.50641,230.71701,709.4766
49,25,0,806.51074,139.539,1120.4187,711.89703
49,23,0,165.74557,103.94946,436.43546,712.7706
49,9,0,728.5305,300.70386,818.03076,551.5705
49,22,0,425.13525,282.5329,514.10815,463.0962
49,3,0,1162.9609,168.66602,1279.4375,707.5175
49,16,0,412.62164,396.3871,552.5108,579.65564
49,30,28,777.68726,590.9669,894.04297,709.82166
49,28,0,494.98633,298.6196,563.0305,469.56644
50,2,0,1.0321503,43.575684,219.27568,710.3508
50,25,0,809.77844,135.36157,1115.3104,711.4762
50,23,0,168.50104,106.662476,440.2459,712.2324
50,9,0,727.93115,302.75323,812.43677,551.81274
50,22,0,428.33472,283.9897,513.62195,462.8416
50,28,0,496.6662,300.27905,562.42975,468.906
50,30,28,775.44385,589.0777,892.4082,707.9705
50,16,0,416.2306,396.6859,550.6459,578.7987
51,25,0,815.4259,135.75482,1109.9729,711.9565
51,2,0,0.95166016,45.429077,209.1752,710.6343
51,23,0,164.72867,110.49841,428.97855,710.7589
51,9,0,726.22485,303.52863,806.41455,552.04816
51,22,0,431.21588,286.11578,513.4977,463.2248
51,31,0,1146.0117,343.911,1197.5913,554.945
51,28,0,496.76633,301.55334,560.60645,470.23132
51,30,28,774.05566,589.2523,889.6516,706.9581
52,2,0,0.72499084,50.950012,202.42697,710.7982
52,25,0,796.30725,131.37646,1103.2457,711.79285
52,23,0,158.88751,113.15991,414.9635,711.7916
52,9,0,724.46045,302.4953,804.82275,553.0435
52,22,0,431.0766,286.40167,513.1064,461.9848
52,28,0,496.372,304.00427,559.91486,472.3507
52,31,0,1140.7751,345.4411,1191.6863,552.39935
53,2,0,0.8778076,46.01111,191.74536,709.52954
53,25,0,795.2543,126.43677,1101.1398,711.85376
53,23,0,152.36981,114.354614,408.6842,713.01526
53,9,0,723.5536,304.33527,800.54553,554.09784
53,22,0,431.5503,286.27173,512.29224,462.44342
53,28,0,496.06888,305.51855,560.07275,476.90955
53,31,0,1133.6135,346.0238,1186.8518,553.1229
53,16,0,422.03217,398.86176,527.7543,584.212
53,30,28,771.75024,587.31934,884.8511,704.30176
54,2,0,0.7407837,56.378906,172.50108,710.7999
54,25,0,795.843,119.61902,1101.9458,710.5288
54,23,0,135.8081,109.2027,396.51642,711.4497
54,9,0,720.54565,307.09924,797.2688,550.6195
54,22,0,434.34723,292.1816,512.4189,459.5815
54,30,28,769.21216,587.07336,882.88306,700.5248
54,32,0,299.38318,184.13141,443.92682,706.00146
54,16,0,415.95032,401.14783,526.46747,585.0187
54,31,0,1125.456,348.6704,1174.7383,550.5164
54,28,0,497.27826,315.0629,557.1469,463.546
55,25,0,783.44556,120.67432,1104.7937,711.28394
55,2,0,0.7917328,67.15881,162.75122,710.30566
55,23,0,133.83221,104.2901,391.46075,711.7962
55,32,0,299.47806,186.84882,443.20346,708.93335
55,9,0,718.82825,307.33435,797.65686,548.4981
55,30,28,767.9159,587.5735,880.4822,699.1752
55,22,0,434.72266,292.70135,511.65015,465.97638
55,16,0,414.26886,403.0491,523.4232,584.67944
55,28,0,493.1029,314.87854,556.62537,513.8163
55,31,0,1117.7073,349.97784,1168.928,555.2274
56,25,0,807.1631,123.07037,1111.3223,712.99536
56,2,0,0.6629486,75.67151,154.76434,710.8656
56,23,0,119.81964,104.78705,387.7736,712.92316
56,32,0,302.4601,190.89587,441.68436,710.60565
56,9,0,716.1807,308.42896,792.8349,545.70166
56,30,28,765.9092,584.8013,877.4253,695.1975
56,22,0,433.2107,294.0141,510.37933,467.6878
56,16,0,413.92096,403.58008,519.1982,581.5403
56,31,0,1114.9946,351.87842,1163.9736,545.9662
56,28,0,492.4495,315.9571,554.0134,500.6178
57,25,0,800.3019,126.55194,1114.8536,713.0131
57,23,0,112.94263,95.587524,381.96533,712.9409
57,2,0,0.6473541,86.49109,145.15134,709.89374
57,32,0,297.2897,194.00891,441.36984,710.73047
57,9,0,714.3707,307.96704,792.99634,547.68335
57,30,28,763.0119,583.38586,875.0384,693.53235
57,16,0,414.04333,403.68576,515.02527,579.5376
57,22,0,431.56134,294.10138,508.5384,465.87488
57,31,0,1109.2654,352.45703,1157.196,542.26843
57,28,0,490.3086,316.55267,552.3622,513.79944
58,25,0,805.3994,127.09241,1117.5919,713.2377
58,23,0,105.11774,96.43237,372.55515,713.4823
58,2,0,0.64689636,104.96991,137.14238,706.09436
58,32,0,296.13568,194.65784,440.73212,712.7979
58,9,0,712.44806,308.00574,792.7176,548.32043
58,3,6,1093.7966,56.501526,1279.1592,706.6385
58,22,0,431.13898,296.63483,507.5056,465.40735
58,30,28,761.5028,582.0111,868.56995,689.8435
58,28,0,487.80847,316.38275,551.39294,509.4475
58,16,0,414.16766,403.4074,515.5754,578.32733
58,31,0,1104.3633,353.2036,1152.4414,532.0364
59,25,0,805.5863,134.95679,1121.6831,713.71484
59,23,0,84.91974,94.96466,361.30804,713.3922
59,32,0,284.54147,202.99603,437.79868,713.0785
59,9,0,709.487,308.51715,791.3797,559.5148
59,2,0,0.48929596,172.27704,118.46107,711.1011
59,22,0,422.27625,298.49738,502.9356,463.8686
59,3,6,1091.1646,35.838257,1279.2036,706.3152
59,28,0,483.16425,316.21484,547.96674,489.20337
59,16,0,413.24243,404.3654,510.04523,577.4242
59,30,28,754.7097,579.68945,851.3342,686.5581
60,25,0,808.23303,132.9198,1125.0453,713.06824
60,23,0,73.56781,100.1676,353.02527,712.5926
60,32,0,286.63306,201.16772,434.22485,713.29065
60,9,0,708.12964,308.77478,790.98486,561.2294
60,2,0,0.45719147,225.51788,105.87893,713.01776
60,16,0,410.61346,403.79633,505.54596,577.10724
60,22,0,420.80203,299.81525,501.3779,466.60437
60,28,0,481.99683,315.42712,545.8545,485.5531
60,30,28,753.1907,578.36304,848.05664,684.10474
61,25,0,800.8666,133.33203,1127.5671,713.16296
61,23,0,64.66562,102.121216,349.0061,711.3932
61,32,0,280.0335,200.94421,431.49323,712.9591
61,9,0,707.34656,310.36377,790.34314,566.34393
61,2,0,0.57910156,241.09271,107.177475,711.9164
61,16,0,412.02374,403.9341,503.8028,576.7456
61,22,0,418.57172,300.67273,498.38202,469.15015
61,28,0,481.93048,315.88165,545.04266,489.2845
62,25,0,849.09143,133.62952,1130.248,713.95605
62,32,0,277.70734,199.08081,429.3719,712.7832
62,23,0,17.276611,105.23114,344.5388,712.086
62,9,0,706.9143,312.95215,789.5906,560.98254
62,22,0,417.2232,301.6836,497.6651,469.2635
62,16,0,413.35565,403.74796,502.0611,576.9098
62,28,0,480.31848,316.64612,543.78064,496.59497
62,2,0,0.43518066,241.75134,110.009766,710.0923
63,25,0,862.3694,140.5669,1136.885,713.61084
63,23,0,47.755676,108.137085,344.12488,712.1925
63,32,0,271.2999,196.70746,427.2628,713.00134
63,9,0,707.1426,315.96857,789.031,560.2485
63,37,0,793.00745,240.90717,935.1476,673.8219
63,22,0,416.13394,302.85364,498.0438,468.00305
63,28,0,483.7828,318.60974,543.6869,482.99268
63,16,0,412.4533,404.3301,501.19922,578.1931
64,25,0,902.0668,134.27722,1161.6022,712.21094
64,23,0,41.637024,117.86792,339.92682,711.4806
64,32,0,263.59247,198.29156,429.61847,712.6047
64,37,0,788.78503,228.30237,940.3999,716.9151
64,9,0,708.79614,319.56982,790.698,561.3578
64,22,0,417.8772,303.99353,498.87805,467.08667
64,16,0,416.4427,406.83295,502.90668,577.24384
64,28,0,487.17938,322.69672,543.87225,481.10675
65,23,0,31.042908,122.60846,335.56976,712.6424
65,25,0,919.1969,131.9347,1172.8385,712.6743
65,32,0,263.71872,199.27734,432.7153,712.78424
65,9,0,708.6999,323.64532,792.1882,562.5057
65,37,0,791.6749,231.03119,1054.3413,715.2827
65,22,0,417.8534,304.30487,499.88245,464.29572
65,28,0,488.20435,325.44806,543.20886,482.58167
66,23,0,10.245117,122.33002,332.61316,712.03973
66,25,0,927.34033,133.9173,1184.5393,712.8218
66,32,0,264.50195,198.84387,434.70166,714.14026
66,37,0,764.63025,231.35289,951.01917,713.99915
66,9,0,710.0829,325.46008,792.91296,562.7909
66,28,0,486.46863,328.4876,543.5513,487.8521
66,22,0,418.8429,306.03357,500.312,464.2041
66,40,74,45.21672,32.03987,149.88184,136.93376
67,23,0,1.557312,116.9552,325.3559,711.2582
67,25,0,931.67993,128.22797,1203.052,712.8217
67,32,0,265.36096,197.6427,439.12695,713.2471
67,9,0,710.631,328.802,792.819,563.65765
67,37,0,765.6299,235.20612,1075.2866,713.3527
67,28,0,487.57117,329.6643,542.4149,489.11365
67,22,0,419.02908,304.0774,499.40707,471.09406
68,23,0,3.1470947,114.759155,319.959,713.1475
68,25,0,943.015,127.23889,1216.7697,712.48706
68,32,0,265.4486,198.49298,441.45764,713.9534
68,9,0,711.0249,323.26117,792.6135,565.59
68,37,0,768.0017,237.61932,1085.7485,712.86017
68,28,0,482.85495,328.57544,541.6045,489.39893
68,22,0,418.6011,307.31366,497.53165,469.0755
69,25,0,950.3163,125.16968,1245.5409,711.1721
69,23,0,6.2381897,104.943726,311.04422,712.7719
69,37,0,760.166,260.78015,974.38477,712.6992
69,32,0,262.82,202.73828,440.64764,714.0589
69,9,0,712.0799,328.328,781.207,563.25024
69,22,0,421.479,309.43445,495.57935,463.33484
70,25,0,952.01715,128.97607,1253.9976,712.5519
70,23,0,9.683502,102.68323,313.3812,711.1979
70,37,0,760.6199,266.8413,981.6018,712.05066
70,32,0,262.6059,204.41785,439.14087,713.42426
70,9,0,712.12646,327.65387,786.1421,565.9459
70,30,28,744.22815,571.95703,808.8745,665.59204
70,22,0,422.34207,309.9463,498.0587,467.67224
71,25,0,954.1029,131.35791,1264.9252,712.19556
71,23,0,4.9484863,98.4823,312.5498,710.50195
71,37,0,759.81177,269.0281,982.86755,712.84546
71,32,0,261.54047,208.5747,439.79584,712.9518
71,9,0,712.8725,328.52966,783.9871,565.3535
71,22,0,422.021,312.10468,497.3617,465.89288
72,23,0,1.447876,94.80878,306.65393,711.0501
72,25,0,953.89746,132.38,1279.1687,711.458
72,32,0,256.8035,210.20087,439.975,713.167
72,37,0,766.0636,265.17664,979.6018,716.6356
72,9,0,713.68933,329.98022,780.9469,564.0681
72,22,0,423.35718,313.54865,498.66345,466.46454
73,23,0,0.67767334,96.77612,300.2691,712.0342
73,25,0,951.9955,137.17279,1279.2863,712.7897
73,32,0,258.219,214.91266,440.8628,713.33105
73,37,0,766.4071,258.92743,962.01196,713.7154
73,9,0,714.80554,329.50256,784.91895,566.9536
73,22,0,422.85278,314.27032,498.19556,473.48956
74,23,0,0.79623413,106.419556,277.0764,712.60706
74,25,0,947.8415,144.03839,1279.3899,711.63696
74,32,0,254.54698,215.66132,443.4458,713.5533
74,37,0,764.62616,247.10327,971.4566,714.6074
74,9,0,716.8644,334.39667,789.89954,570.6512
74,22,0,425.59485,320.441,504.63013,480.21207
75,23,0,0.66760254,118.19574,261.414,713.45447
75,25,0,949.5844,145.47504,1279.418,712.55914
75,37,0,754.511,244.80511,973.05884,714.1557
75,32,0,248.6784,214.89325,443.6776,713.56995
75,9,0,717.1471,330.6181,788.2816,569.962
75,22,0,427.16357,320.40192,502.9571,478.00604
76,23,0,0.3446045,125.660706,251.88477,712.57526
76,25,0,951.5665,143.89081,1279.0319,712.3553
76,37,0,751.5364,245.53986,971.89746,713.52295
76,32,0,239.78741,212.39943,443.16547,713.7694
76,9,0,716.60114,332.9469,783.85846,567.48303
76,22,0,429.2921,322.4995,502.8711,476.471
77,23,0,0.23518372,131.77997,238.07455,711.6114
77,25,0,958.0742,140.3371,1279.2864,714.9679
77,32,0,220.59872,210.56342,444.0967,714.4192
77,37,0,755.9227,248.9596,973.6554,714.4374
77,9,0,717.11414,334.23706,779.55383,557.1379
77,22,0,428.98706,322.88086,501.86047,472.7367
78,23,0,0.4660492,128.70978,229.0581,712.7595
78,25,0,959.0279,137.06537,1279.2974,713.8608
78,32,0,216.37018,211.94745,443.73547,714.38696
78,37,0,749.7561,255.41669,973.43604,713.7168
78,22,0,428.27716,323.40308,501.68683,478.2857
78,9,0,716.4663,346.40106,774.77747,559.753
79,25,0,976.9126,132.95422,1279.2678,713.72815
79,23,0,0.47036743,120.14526,210.65988,713.3511
79,32,0,206.98853,211.50267,453.29236,715.015
79,37,0,748.5574,275.92755,968.8324,714.4229
79,22,0,432.28076,326.80844,504.5702,480.3143
80,25,0,984.243,131.9342,1279.3503,713.8456
80,23,0,0.5484314,117.97839,204.56018,712.5448
80,32,0,206.77605,213.53978,436.83575,715.2377
80,37,0,742.8827,281.51776,962.4247,714.58124
80,22,0,442.2812,327.90033,504.4627,471.29926
81,25,0,987.41846,126.2168,1279.3706,713.85657
81,23,0,0.5651703,113.12109,200.17781,713.3989
